Problem_Id	Problem_link	Category_1	Category_2	Category_3	Category_4	Dificulty 	Solved
926E	https://codeforces.com/problemset/problem/926/E	constructive algorithms	data structures			1900	x826
926D	https://codeforces.com/problemset/problem/926/D					1600	
926C	https://codeforces.com/problemset/problem/926/C	implementation				1700	x1660
926B	https://codeforces.com/problemset/problem/926/B					1800	
926A	https://codeforces.com/problemset/problem/926/A	implementation	math			1300	x3235
925F	https://codeforces.com/problemset/problem/925/F	binary search	flows			3100	
925E	https://codeforces.com/problemset/problem/925/E	data structures	trees			2900	x295
925D	https://codeforces.com/problemset/problem/925/D	constructive algorithms				2600	
925C	https://codeforces.com/problemset/problem/925/C	constructive algorithms	math			2200	x1153
925B	https://codeforces.com/problemset/problem/925/B	binary search	implementation	sortings		1700	
925A	https://codeforces.com/problemset/problem/925/A	binary search				1600	x3136
924F	https://codeforces.com/problemset/problem/924/F	dp				3200	
924E	https://codeforces.com/problemset/problem/924/E					2700	x461
924D	https://codeforces.com/problemset/problem/924/D					2500	
924C	https://codeforces.com/problemset/problem/924/C	data structures	dp	greedy		1700	x3527
924B	https://codeforces.com/problemset/problem/924/B	binary search	greedy	two pointers		1600	
924A	https://codeforces.com/problemset/problem/924/A	greedy	implementation			1300	x4760
923F	https://codeforces.com/problemset/problem/923/F	constructive algorithms	graphs	trees		3200	
923E	https://codeforces.com/problemset/problem/923/E	fft	math	matrices		3100	x373
923D	https://codeforces.com/problemset/problem/923/D	constructive algorithms	implementation	strings		2500	
923C	https://codeforces.com/problemset/problem/923/C	data structures	greedy	strings	trees	1800	x3848
923B	https://codeforces.com/problemset/problem/923/B	binary search	data structures			1600	
923A	https://codeforces.com/problemset/problem/923/A	math	number theory			1700	x4757
922F	https://codeforces.com/problemset/problem/922/F	constructive algorithms	dp	greedy	number theory	2400	
922E	https://codeforces.com/problemset/problem/922/E	dp				2200	x1656
922D	https://codeforces.com/problemset/problem/922/D	greedy	sortings			1800	
922C	https://codeforces.com/problemset/problem/922/C	brute force	number theory			1600	x6429
922B	https://codeforces.com/problemset/problem/922/B	brute force				1300	
922A	https://codeforces.com/problemset/problem/922/A	implementation				1300	x10078
92114	https://codeforces.com/problemset/problem/921/14					3200	
92113	https://codeforces.com/problemset/problem/921/13					3200	
92112	https://codeforces.com/problemset/problem/921/12					3200	
92111	https://codeforces.com/problemset/problem/921/11					3200	
92110	https://codeforces.com/problemset/problem/921/10					3200	
92109	https://codeforces.com/problemset/problem/921/09					3200	
92108	https://codeforces.com/problemset/problem/921/08					3200	
92107	https://codeforces.com/problemset/problem/921/07					3200	
92106	https://codeforces.com/problemset/problem/921/06					3200	
92105	https://codeforces.com/problemset/problem/921/05					3200	
92104	https://codeforces.com/problemset/problem/921/04					3200	
92103	https://codeforces.com/problemset/problem/921/03					3200	
92102	https://codeforces.com/problemset/problem/921/02					3200	
92101	https://codeforces.com/problemset/problem/921/01					3200	
920G	https://codeforces.com/problemset/problem/920/G	binary search	bitmasks	brute force	combinatorics	2200	
920F	https://codeforces.com/problemset/problem/920/F	brute force	data structures	dsu	number theory	2000	x4915
920E	https://codeforces.com/problemset/problem/920/E	data structures	dfs and similar	dsu	graphs	2100	
920D	https://codeforces.com/problemset/problem/920/D	dp	greedy	implementation		2400	x618
920C	https://codeforces.com/problemset/problem/920/C	dfs and similar	greedy	math	sortings	1400	
920B	https://codeforces.com/problemset/problem/920/B	implementation				1200	x6570
920A	https://codeforces.com/problemset/problem/920/A	implementation				1000	
919F	https://codeforces.com/problemset/problem/919/F	games	graphs	shortest paths		2600	x278
919E	https://codeforces.com/problemset/problem/919/E	chinese remainder theorem	math	number theory		2100	
919D	https://codeforces.com/problemset/problem/919/D	dfs and similar	dp	graphs		1700	x7698
919C	https://codeforces.com/problemset/problem/919/C	brute force	implementation			1300	
919B	https://codeforces.com/problemset/problem/919/B	binary search	brute force	dp	implementation	1100	x22558
919A	https://codeforces.com/problemset/problem/919/A	brute force	greedy	implementation		800	
918B	https://codeforces.com/problemset/problem/918/B	implementation	strings			900	x12637
918A	https://codeforces.com/problemset/problem/918/A	brute force	implementation			800	
917E	https://codeforces.com/problemset/problem/917/E	data structures	string suffix structures	strings	trees	3400	x86
917D	https://codeforces.com/problemset/problem/917/D	dp	math	matrices	trees	2600	
917C	https://codeforces.com/problemset/problem/917/C	combinatorics	dp	matrices		2900	x295
917B	https://codeforces.com/problemset/problem/917/B	dfs and similar	dp	games	graphs	1700	
917A	https://codeforces.com/problemset/problem/917/A	dp	greedy	implementation	math	1800	x3314
916E	https://codeforces.com/problemset/problem/916/E	data structures	trees			2400	
916D	https://codeforces.com/problemset/problem/916/D	data structures	interactive	trees		2200	x415
916C	https://codeforces.com/problemset/problem/916/C	constructive algorithms	graphs	shortest paths		1600	
916B	https://codeforces.com/problemset/problem/916/B	bitmasks	greedy	math		2000	x1596
916A	https://codeforces.com/problemset/problem/916/A	brute force	implementation	math		900	
915G	https://codeforces.com/problemset/problem/915/G	math	number theory			2300	x949
915F	https://codeforces.com/problemset/problem/915/F	data structures	dsu	graphs	trees	2400	
915E	https://codeforces.com/problemset/problem/915/E	data structures	implementation	sortings		2300	x3051
915D	https://codeforces.com/problemset/problem/915/D	dfs and similar	graphs			2200	
915C	https://codeforces.com/problemset/problem/915/C	dp	greedy			1700	x6352
915B	https://codeforces.com/problemset/problem/915/B	implementation				1300	
915A	https://codeforces.com/problemset/problem/915/A	implementation				900	x12976
914H	https://codeforces.com/problemset/problem/914/H	combinatorics	dp	games	trees	3400	
914G	https://codeforces.com/problemset/problem/914/G	bitmasks	divide and conquer	dp	fft	2600	x746
914F	https://codeforces.com/problemset/problem/914/F	bitmasks	brute force	data structures	string suffix structures	3000	
914E	https://codeforces.com/problemset/problem/914/E	bitmasks	data structures	divide and conquer	trees	2400	x1048
914D	https://codeforces.com/problemset/problem/914/D	data structures	number theory			1900	
914C	https://codeforces.com/problemset/problem/914/C	brute force	combinatorics	dp		1800	x3276
914B	https://codeforces.com/problemset/problem/914/B	games	greedy	implementation		1200	
914A	https://codeforces.com/problemset/problem/914/A	brute force	implementation	math		900	x12318
913H	https://codeforces.com/problemset/problem/913/H	math	probabilities			3400	
913G	https://codeforces.com/problemset/problem/913/G	math	number theory			3200	x173
913F	https://codeforces.com/problemset/problem/913/F	dp	graphs	math	probabilities	2800	
913E	https://codeforces.com/problemset/problem/913/E	bitmasks	dp	shortest paths		2400	x707
913D	https://codeforces.com/problemset/problem/913/D	binary search	brute force	data structures	greedy	1800	
913C	https://codeforces.com/problemset/problem/913/C	bitmasks	dp	greedy		1600	x7288
913B	https://codeforces.com/problemset/problem/913/B	implementation	trees			1200	
913A	https://codeforces.com/problemset/problem/913/A	implementation	math			900	x18121
912E	https://codeforces.com/problemset/problem/912/E	binary search	dfs and similar	math	meet-in-the-middle	2400	
912D	https://codeforces.com/problemset/problem/912/D	data structures	graphs	greedy	probabilities	2100	x1723
912C	https://codeforces.com/problemset/problem/912/C	brute force	greedy	sortings		2500	
912B	https://codeforces.com/problemset/problem/912/B	bitmasks	constructive algorithms	number theory		1300	x9787
912A	https://codeforces.com/problemset/problem/912/A	implementation				800	
911G	https://codeforces.com/problemset/problem/911/G	data structures				2500	x1786
911F	https://codeforces.com/problemset/problem/911/F	constructive algorithms	dfs and similar	graphs	greedy	2400	
911E	https://codeforces.com/problemset/problem/911/E	constructive algorithms	data structures	greedy	implementation	2000	x2239
911D	https://codeforces.com/problemset/problem/911/D	brute force	math			1800	
911C	https://codeforces.com/problemset/problem/911/C	brute force	constructive algorithms			1400	x6664
911B	https://codeforces.com/problemset/problem/911/B	binary search	brute force	implementation		1200	
911A	https://codeforces.com/problemset/problem/911/A	implementation				1100	x10530
910C	https://codeforces.com/problemset/problem/910/C	constructive algorithms	greedy	math		1700	
910B	https://codeforces.com/problemset/problem/910/B	greedy	implementation			1600	x1520
910A	https://codeforces.com/problemset/problem/910/A	dfs and similar	dp	greedy	implementation	800	
909F	https://codeforces.com/problemset/problem/909/F	constructive algorithms				2500	x477
909E	https://codeforces.com/problemset/problem/909/E	dfs and similar	dp	graphs	greedy	1900	
909D	https://codeforces.com/problemset/problem/909/D	data structures	greedy	implementation		2100	x1569
909C	https://codeforces.com/problemset/problem/909/C	dp				1800	
909B	https://codeforces.com/problemset/problem/909/B	constructive algorithms	math			1300	x5889
909A	https://codeforces.com/problemset/problem/909/A	brute force	greedy	sortings		1000	
908H	https://codeforces.com/problemset/problem/908/H					3100	x318
908G	https://codeforces.com/problemset/problem/908/G	dp	math			2800	
908F	https://codeforces.com/problemset/problem/908/F	graphs	greedy	implementation		2400	x1224
908E	https://codeforces.com/problemset/problem/908/E	bitmasks	combinatorics	dp	math	2500	
908D	https://codeforces.com/problemset/problem/908/D	dp	math	probabilities		2200	x2027
908C	https://codeforces.com/problemset/problem/908/C	brute force	geometry	implementation	math	1500	
908B	https://codeforces.com/problemset/problem/908/B	brute force	implementation			1200	x7347
908A	https://codeforces.com/problemset/problem/908/A	brute force	implementation			800	
907B	https://codeforces.com/problemset/problem/907/B	implementation				1400	x3865
907A	https://codeforces.com/problemset/problem/907/A	brute force	implementation			1300	
906E	https://codeforces.com/problemset/problem/906/E	dp	string suffix structures	strings		3300	x287
906D	https://codeforces.com/problemset/problem/906/D	chinese remainder theorem	math	number theory		2700	
906C	https://codeforces.com/problemset/problem/906/C	bitmasks	brute force	dp	graphs	2400	x1068
906B	https://codeforces.com/problemset/problem/906/B	brute force	constructive algorithms	math		2200	
906A	https://codeforces.com/problemset/problem/906/A	implementation	strings			1600	x3941
903G	https://codeforces.com/problemset/problem/903/G	data structures	flows	graphs		2700	
903F	https://codeforces.com/problemset/problem/903/F	bitmasks	dp			2200	x562
903E	https://codeforces.com/problemset/problem/903/E	brute force	hashing	implementation	strings	2200	
903D	https://codeforces.com/problemset/problem/903/D	data structures	math			2200	x3324
903C	https://codeforces.com/problemset/problem/903/C	greedy				1200	
903B	https://codeforces.com/problemset/problem/903/B	greedy	implementation			1200	x7128
903A	https://codeforces.com/problemset/problem/903/A	greedy	implementation			900	
902B	https://codeforces.com/problemset/problem/902/B	dfs and similar	dsu	greedy		1200	x9224
902A	https://codeforces.com/problemset/problem/902/A	greedy	implementation			1100	
901E	https://codeforces.com/problemset/problem/901/E	fft	math			3300	x70
901D	https://codeforces.com/problemset/problem/901/D	constructive algorithms	dfs and similar	graphs		2700	
901C	https://codeforces.com/problemset/problem/901/C	binary search	data structures	dfs and similar	dsu	2300	x1051
901B	https://codeforces.com/problemset/problem/901/B	constructive algorithms	math			2200	
901A	https://codeforces.com/problemset/problem/901/A	constructive algorithms	trees			1500	x4840
900E	https://codeforces.com/problemset/problem/900/E	data structures	dp	strings		2100	
900D	https://codeforces.com/problemset/problem/900/D	bitmasks	combinatorics	dp	math	2000	x2569
900C	https://codeforces.com/problemset/problem/900/C	brute force	data structures	math		1700	
900B	https://codeforces.com/problemset/problem/900/B	math	number theory			1300	x7218
900A	https://codeforces.com/problemset/problem/900/A	geometry	implementation			800	
